iter	Logloss
344	0.3391426524
345	0.33904086
346	0.3389889121
347	0.338883896
348	0.3385415376
349	0.3382570311
350	0.337246737
351	0.3364315873
352	0.3361187529
353	0.3358208578
354	0.335578895
355	0.3353303327
356	0.3349963417
357	0.3345063252
358	0.333911491
359	0.3334547543
360	0.3326246441
361	0.3323151721
362	0.3323075726
363	0.3322874185
364	0.332034407
365	0.3315179727
366	0.3305715511
367	0.3298393522
368	0.3290439915
369	0.3289537858
370	0.3285198264
371	0.3284475871
372	0.3279302095
373	0.3277141815
374	0.3276126381
375	0.3269156496
376	0.3265038842
377	0.3259896403
378	0.3259090935
379	0.3255443433
380	0.3254420943
381	0.3253376414
382	0.3251131822
383	0.3250755118
384	0.3249442169
385	0.3246524159
386	0.3243318755
387	0.3239674261
388	0.3233127497
389	0.322942963
390	0.3223703905
391	0.3221660894
392	0.3219234636
393	0.3212816447
394	0.320823845
395	0.3206771063
396	0.3205984459
397	0.3202874175
398	0.3197568114
399	0.3194506744
400	0.3190228489
401	0.318782601
402	0.3182549247
403	0.3177469844
404	0.3176579303
405	0.3173569427
406	0.3170173803
407	0.3164541155
408	0.316198541
409	0.3158136274
410	0.3151522786
411	0.3145318299
412	0.3138507195
413	0.313332866
414	0.3124990648
415	0.3120197584
416	0.3113891597
417	0.3110136203
418	0.3107722291
419	0.3107165717
420	0.3102398545
421	0.3094973526
422	0.3092530333
423	0.3092233205
424	0.3090932924
425	0.3084787368
426	0.3076154418
