iter	Passed	Remaining
162	1269	2056
163	1278	2050
164	1286	2042
165	1293	2034
166	1300	2024
167	1306	2013
168	1314	2006
169	1321	1998
170	1326	1986
171	1336	1980
172	1343	1972
173	1350	1963
174	1355	1952
175	1362	1942
176	1370	1935
177	1380	1931
178	1387	1921
179	1395	1915
180	1404	1908
181	1412	1900
182	1421	1895
183	1428	1886
184	1435	1877
185	1441	1867
186	1449	1860
187	1459	1854
188	1466	1846
189	1473	1837
190	1482	1831
191	1490	1824
192	1501	1820
193	1508	1811
194	1517	1804
195	1523	1795
196	1531	1787
197	1540	1781
198	1550	1776
199	1562	1773
200	1570	1765
201	1578	1757
202	1586	1750
203	1594	1743
204	1603	1736
205	1611	1728
206	1620	1721
207	1627	1713
208	1636	1706
209	1644	1699
210	1654	1693
211	1662	1686
212	1669	1677
213	1678	1670
214	1685	1662
215	1692	1653
216	1699	1644
217	1706	1635
218	1713	1627
219	1720	1618
220	1728	1611
221	1735	1602
222	1751	1602
223	1761	1596
224	1766	1586
225	1776	1580
226	1787	1574
227	1796	1567
228	1807	1562
229	1814	1554
230	1820	1544
231	1835	1542
232	1844	1535
233	1853	1528
234	1862	1521
235	1871	1514
236	1881	1508
237	1889	1500
238	1897	1492
239	1907	1485
240	1916	1478
241	1924	1470
242	1931	1462
243	1938	1454
244	1944	1444
245	1954	1438
246	1962	1430
247	1968	1421
248	1978	1414
249	1984	1405
250	1994	1398
251	2003	1390
252	2012	1383
253	2018	1375
254	2027	1367
255	2035	1359
256	2042	1351
257	2050	1342
258	2059	1335
259	2065	1326
260	2075	1320
261	2084	1312
262	2093	1305
263	2100	1296
264	2110	1290
265	2118	1282
266	2126	1274
267	2134	1266
268	2143	1259
269	2150	1250
270	2161	1244
271	2167	1235
272	2177	1228
273	2184	1219
274	2191	1211
275	2198	1202
276	2206	1194
277	2214	1186
278	2221	1178
279	2230	1171
280	2239	1163
281	2245	1154
282	2254	1147
283	2259	1137
284	2267	1129
285	2278	1123
286	2283	1113
287	2290	1105
288	2296	1096
289	2303	1088
290	2312	1080
291	2321	1073
292	2329	1065
293	2337	1057
294	2343	1048
295	2351	1040
296	2360	1033
297	2367	1024
298	2373	1015
299	2381	1008
300	2389	1000
301	2400	993
302	2406	984
303	2412	976
304	2419	967
305	2430	961
306	2438	953
307	2446	945
308	2454	937
309	2461	929
310	2469	921
311	2479	914
312	2487	905
313	2496	898
314	2504	890
315	2513	882
316	2523	875
317	2529	867
318	2539	859
319	2548	852
320	2557	844
321	2564	836
322	2571	828
323	2579	819
324	2587	811
325	2594	803
326	2604	796
327	2611	788
328	2619	780
329	2627	772
330	2636	764
331	2647	757
332	2655	749
333	2662	741
334	2669	733
335	2676	724
336	2685	717
337	2692	709
338	2701	701
339	2709	693
340	2718	685
341	2727	677
342	2733	669
343	2741	661
344	2749	653
345	2757	645
346	2764	637
347	2774	629
348	2782	621
349	2789	613
350	2798	605
351	2807	598
352	2817	590
353	2825	582
354	2832	574
355	2838	566
356	2845	557
357	2854	550
358	2863	542
359	2870	534
360	2877	526
361	2885	518
362	2891	509
363	2900	502
364	2907	493
365	2916	486
366	2926	478
367	2936	470
368	2945	463
369	2952	454
370	2960	446
371	2967	438
372	2977	431
373	2985	423
374	2993	415
375	2999	406
376	3006	398
377	3015	390
378	3024	383
379	3031	374
380	3037	366
381	3046	358
382	3053	350
383	3062	342
384	3070	334
385	3078	326
386	3084	318
387	3091	310
388	3100	302
389	3107	294
390	3114	286
391	3123	278
392	3130	270
393	3138	262
394	3146	254
395	3153	246
396	3160	238
397	3168	230
398	3176	222
399	3186	215
400	3195	207
401	3200	199
402	3208	191
403	3217	183
404	3225	175
405	3233	167
406	3246	159
407	3258	151
408	3270	143
409	3282	136
410	3294	128
411	3308	120
412	3319	112
413	3332	104
414	3344	96
415	3356	88
416	3368	80
417	3380	72
418	3391	64
419	3402	56
420	3414	48
421	3426	40
422	3438	32
423	3448	24
424	3460	16
425	3472	8
426	3483	0
