iter	Logloss
163	0.4790070013
164	0.4789109448
165	0.4788393888
166	0.4786695031
167	0.4785934631
168	0.478476793
169	0.478370455
170	0.47828203
171	0.4781079588
172	0.4779731217
173	0.4778749977
174	0.477751565
175	0.4776347954
176	0.4774155316
177	0.4772400641
178	0.4771515376
179	0.4770492129
180	0.4769494112
181	0.4768282844
182	0.4767371567
183	0.4766020217
184	0.4765371569
185	0.4763640636
186	0.4761943679
187	0.4761218736
188	0.4760068616
189	0.4758830589
190	0.4757544268
191	0.4755969136
192	0.4754795796
193	0.4753602051
194	0.475262237
195	0.4751612912
196	0.4750929756
197	0.4749362237
198	0.4748010113
199	0.4746005127
200	0.4744657019
201	0.4744051153
202	0.4743216374
203	0.4742340443
204	0.4742191101
205	0.4741470231
206	0.4740220625
207	0.4739396156
208	0.4738681338
209	0.4737457662
210	0.4736725469
211	0.4735294504
212	0.4734912163
213	0.4733646716
214	0.4731977359
215	0.4731680852
216	0.4730896168
217	0.4730311368
218	0.4728529382
219	0.4726893794
220	0.47258749
221	0.4724677403
222	0.4723871908
223	0.4723214729
224	0.472279306
225	0.4722016287
226	0.4721397569
227	0.4720723744
228	0.4719032305
229	0.4718703674
230	0.4718010689
231	0.4717524538
232	0.4716345016
233	0.4715940378
234	0.4714478036
235	0.4713596504
236	0.4712898832
237	0.4712127045
238	0.4710997491
239	0.4709264424
240	0.4708495672
241	0.4708477963
242	0.4708038099
243	0.4707286668
244	0.4706953573
245	0.470650085
246	0.4706094841
247	0.4704966498
248	0.4704612859
249	0.4703871947
250	0.4703385634
251	0.4701904997
252	0.4701083738
253	0.470059909
254	0.4700216064
255	0.4699341477
256	0.4698562553
257	0.4697777398
258	0.469705548
259	0.4696166593
260	0.4695634122
261	0.4695106555
262	0.4694605323
263	0.4694189745
264	0.4693795758
265	0.4693444153
266	0.4693170985
267	0.4692954972
268	0.4691339537
269	0.469071517
270	0.4690331277
271	0.4690083503
272	0.468899365
273	0.4688592631
274	0.4687257526
275	0.4686313642
276	0.4686159763
277	0.4685675874
278	0.4684175498
279	0.4683937245
280	0.4683682016
281	0.4682807562
282	0.4681541887
283	0.4680625275
284	0.4680284928
285	0.4679771553
286	0.4679636317
287	0.4679080773
288	0.4678618781
289	0.4678283426
290	0.4677818993
291	0.4677296395
292	0.4676783404
293	0.4676330189
294	0.4676164607
295	0.4675620706
296	0.467509217
297	0.4674325589
298	0.4674052582
299	0.4673949121
300	0.4673789634
301	0.467363155
302	0.4673596007
303	0.4673040637
304	0.4672667351
305	0.4671953355
306	0.4671870037
307	0.4671189457
308	0.4670936222
309	0.4670507566
310	0.4669681349
311	0.4668726281
312	0.4667793529
313	0.466691648
314	0.4666770563
315	0.466641897
316	0.4665683589
317	0.4665254432
318	0.466522101
319	0.4665145037
320	0.4665069339
321	0.4664161824
322	0.4663422164
323	0.4663109105
324	0.4662788182
325	0.4662573973
326	0.4662117753
327	0.4661841497
328	0.4661780582
329	0.4661330646
330	0.4661237911
331	0.4660554764
332	0.4660171087
333	0.4658955901
334	0.4658167445
335	0.4657659018
336	0.465712351
337	0.4656775627
338	0.4656730434
339	0.4656450705
340	0.465612939
341	0.4656018286
342	0.4655657506
343	0.4655493226
344	0.4655287667
345	0.4654626919
346	0.4653739957
347	0.4653637016
348	0.4652286414
349	0.4651440701
350	0.4650853845
351	0.4650619798
352	0.4650364462
353	0.4650043738
354	0.4649874618
355	0.4649027557
356	0.4648744535
357	0.464848785
358	0.4648198509
359	0.4647305641
360	0.4646536975
361	0.464625201
362	0.4646077611
363	0.4645753907
364	0.4645355564
365	0.4645255086
366	0.4644805265
367	0.4644337898
368	0.4643502819
369	0.4642398626
370	0.4641677268
371	0.4640712718
372	0.4640518013
373	0.4640174607
374	0.4639478447
375	0.4638322301
376	0.4638173475
377	0.4638159652
378	0.463804118
379	0.4637586164
380	0.4637487311
381	0.4637359124
382	0.4636774815
383	0.4635980701
384	0.4635831607
385	0.4635363186
386	0.4634460785
387	0.463435237
