iter	Passed	Remaining
377	2992	387
378	2998	379
379	3006	371
380	3015	364
381	3025	356
382	3034	348
383	3042	340
384	3048	332
385	3058	324
386	3065	316
387	3072	308
388	3080	300
389	3088	293
390	3096	285
391	3105	277
392	3112	269
393	3121	261
394	3128	253
395	3137	245
396	3144	237
397	3151	229
398	3159	221
399	3166	213
400	3176	205
401	3183	198
402	3193	190
403	3200	182
404	3209	174
405	3218	166
406	3225	158
407	3233	150
408	3241	142
409	3248	134
410	3256	126
411	3263	118
412	3269	110
413	3276	102
414	3281	94
415	3289	86
416	3296	79
417	3305	71
418	3313	63
419	3321	55
420	3328	47
421	3336	39
422	3344	31
423	3352	23
424	3360	15
425	3368	7
426	3377	0
