iter	Logloss
247	0.3814392618
248	0.3814015198
249	0.380614309
250	0.3799316573
251	0.3796397468
252	0.3782537485
253	0.3775333091
254	0.376980189
255	0.3769381271
256	0.3760388245
257	0.3753566224
258	0.3744718056
259	0.3743401771
260	0.3733188088
261	0.3729028733
262	0.3727136882
263	0.3727034794
264	0.3723194697
265	0.3716215129
266	0.3710733877
267	0.3705961466
268	0.3703783437
269	0.369732874
270	0.369635839
271	0.3688217483
272	0.3685336756
273	0.3675365529
274	0.3670690496
275	0.3667010978
276	0.3664961486
277	0.3661250271
278	0.3657250478
279	0.3653409002
280	0.3646591796
281	0.3639216201
282	0.3632981063
283	0.3627973885
284	0.3619549453
285	0.3615373742
286	0.3611479581
287	0.3609591889
288	0.3605661838
289	0.3596114299
290	0.3590379083
291	0.3586151182
292	0.3579007433
293	0.3574758906
294	0.3568638684
295	0.3565160694
296	0.3562653847
297	0.3556922134
298	0.3553847989
299	0.3547193979
300	0.3544789739
301	0.3540792575
302	0.3535413571
303	0.3532557502
304	0.3526695508
305	0.3523851616
306	0.3519452909
307	0.3513512778
308	0.3509559412
309	0.3502970476
310	0.3494160132
311	0.3491787315
312	0.3485376669
313	0.3474935891
314	0.347129529
315	0.3462830304
316	0.3458606598
317	0.3450577669
318	0.3444955216
319	0.344383091
320	0.3433401919
321	0.3431642096
322	0.3425606056
323	0.3418799534
324	0.3413329958
325	0.3409862197
326	0.3406684851
327	0.3397770181
328	0.3394540521
329	0.3391173096
330	0.3389244886
331	0.3386060273
332	0.3385674902
333	0.3379488461
334	0.3375214604
335	0.3369885471
336	0.3369279842
337	0.3366789938
338	0.3360648731
339	0.3358495586
340	0.335636737
341	0.3351148696
342	0.3348824861
343	0.3343451825
344	0.3342963217
345	0.3334389246
346	0.3325538124
347	0.3324806437
348	0.3316154659
349	0.3310339371
350	0.3303564019
351	0.3299635297
352	0.3295499598
353	0.3293713987
354	0.3293207654
355	0.3284461408
356	0.327988865
357	0.3275187897
358	0.3269874145
359	0.3263903771
360	0.3259531695
361	0.3249598685
362	0.324332497
363	0.3238985192
364	0.3233867714
365	0.3229543153
366	0.3226634408
367	0.3224976996
368	0.3223926588
369	0.3219584294
370	0.3218026763
371	0.3211951794
372	0.3210465704
373	0.3207181047
374	0.320236076
375	0.3197088533
376	0.3194165338
377	0.3191995207
378	0.318810413
379	0.318584361
380	0.3179633207
381	0.3172308852
382	0.3170940511
383	0.3167203913
384	0.3162868726
385	0.3157804895
386	0.3151380531
387	0.3149648067
388	0.3145344506
389	0.3139034689
390	0.3133739778
391	0.3129800856
392	0.3122465251
393	0.3116180279
394	0.3113274108
395	0.3109876846
396	0.3108593349
397	0.3108012497
398	0.3104830488
399	0.3098655667
400	0.3094028064
401	0.3092767205
402	0.3082898384
403	0.3078052543
404	0.3073028796
405	0.3068296777
406	0.3063466017
407	0.3060187672
408	0.3058601512
409	0.3057083688
410	0.3056391361
411	0.3050507423
412	0.3049343024
413	0.3048394953
414	0.3046674287
415	0.3042667429
416	0.3038911412
417	0.3033805345
418	0.302878026
419	0.302781663
420	0.3025887124
421	0.3022539639
422	0.3019991651
423	0.301643866
424	0.3014147206
425	0.3013256514
426	0.301115379
